;caption_id;image_id;caption;image_path;
96;96;100460;;validation/k/kitchen/ADE_val_00000460.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000460.jpg
97;97;101088;;validation/b/bathroom/ADE_val_00001088.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00001088.jpg
98;98;3397;;training/b/bedroom/ADE_train_00003397.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003397.jpg
99;99;6952;;training/d/dining_room/ADE_train_00006952.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006952.jpg
100;100;101099;;validation/b/bathroom/ADE_val_00001099.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00001099.jpg
101;101;11173;;training/l/living_room/ADE_train_00011173.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011173.jpg
102;102;8395;;training/g/game_room/ADE_train_00008395.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008395.jpg
103;103;100095;;validation/b/bathroom/ADE_val_00000095.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00000095.jpg
104;104;10601;;training/k/kitchen/ADE_train_00010601.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010601.jpg
105;105;2721;;training/b/bathroom/ADE_train_00002721.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002721.jpg
106;106;5767;;training/c/closet/ADE_train_00005767.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/closet/ADE_train_00005767.jpg
107;107;19930;;training/w/wet_bar/ADE_train_00019930.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/w/wet_bar/ADE_train_00019930.jpg
108;108;7205;;training/d/dining_room/ADE_train_00007205.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007205.jpg
109;109;11185;;training/l/living_room/ADE_train_00011185.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011185.jpg
110;110;7137;;training/d/dining_room/ADE_train_00007137.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007137.jpg
111;111;7204;;training/d/dining_room/ADE_train_00007204.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007204.jpg
112;112;4452;;training/b/bow_window/indoor/ADE_train_00004452.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bow_window/indoor/ADE_train_00004452.jpg
113;113;2555;;training/b/bathroom/ADE_train_00002555.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002555.jpg
114;114;100484;;validation/k/kitchen/ADE_val_00000484.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000484.jpg
115;115;103;;training/b/bathroom/ADE_train_00000103.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000103.jpg
116;116;7207;;training/d/dining_room/ADE_train_00007207.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007207.jpg
117;117;2871;;training/b/bathroom/ADE_train_00002871.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002871.jpg
118;118;11148;;training/l/living_room/ADE_train_00011148.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011148.jpg
119;119;13881;;training/n/nursery/ADE_train_00013881.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/n/nursery/ADE_train_00013881.jpg
120;120;3878;;training/b/bedroom/ADE_train_00003878.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003878.jpg
121;121;10701;;training/k/kitchen/ADE_train_00010701.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010701.jpg
122;122;15175;;training/p/parlor/ADE_train_00015175.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015175.jpg
123;123;10440;;training/k/kitchen/ADE_train_00010440.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010440.jpg
124;124;3712;;training/b/bedroom/ADE_train_00003712.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003712.jpg
125;125;2566;;training/b/bathroom/ADE_train_00002566.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002566.jpg
126;126;7064;;training/d/dining_room/ADE_train_00007064.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007064.jpg
127;127;10706;;training/k/kitchen/ADE_train_00010706.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010706.jpg
128;128;100128;;validation/b/bedroom/ADE_val_00000128.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bedroom/ADE_val_00000128.jpg
129;129;10375;;training/k/kitchen/ADE_train_00010375.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010375.jpg
130;130;7022;;training/d/dining_room/ADE_train_00007022.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007022.jpg
131;131;16280;;training/s/shower/ADE_train_00016280.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/shower/ADE_train_00016280.jpg
132;132;4039;;training/b/bedroom/ADE_train_00004039.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004039.jpg
133;133;101688;;validation/p/pantry/ADE_val_00001688.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/p/pantry/ADE_val_00001688.jpg
134;134;2578;;training/b/bathroom/ADE_train_00002578.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002578.jpg
135;135;354;;training/b/bedroom/ADE_train_00000354.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000354.jpg
136;136;100950;;validation/d/dining_room/ADE_val_00000950.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/d/dining_room/ADE_val_00000950.jpg
137;137;674;;training/l/living_room/ADE_train_00000674.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000674.jpg
138;138;4093;;training/b/bedroom/ADE_train_00004093.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004093.jpg
139;139;4103;;training/b/bedroom/ADE_train_00004103.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004103.jpg
140;140;10564;;training/k/kitchen/ADE_train_00010564.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010564.jpg
141;141;15554;;training/p/poolroom/home/ADE_train_00015554.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/poolroom/home/ADE_train_00015554.jpg
142;142;5503;;training/c/childs_room/ADE_train_00005503.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005503.jpg
143;143;3839;;training/b/bedroom/ADE_train_00003839.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003839.jpg
144;144;10359;;training/k/kitchen/ADE_train_00010359.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010359.jpg
145;145;100470;;validation/k/kitchen/ADE_val_00000470.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000470.jpg
146;146;5509;;training/c/childs_room/ADE_train_00005509.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005509.jpg
147;147;83;;training/b/bathroom/ADE_train_00000083.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000083.jpg
148;148;6943;;training/d/dining_room/ADE_train_00006943.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006943.jpg
149;149;11323;;training/l/living_room/ADE_train_00011323.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011323.jpg
150;150;10230;;training/k/kitchen/ADE_train_00010230.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010230.jpg
151;151;7046;;training/d/dining_room/ADE_train_00007046.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007046.jpg
152;152;15207;;training/p/parlor/ADE_train_00015207.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015207.jpg
153;153;7105;;training/d/dining_room/ADE_train_00007105.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007105.jpg
154;154;2901;;training/b/bathroom/ADE_train_00002901.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002901.jpg
155;155;20043;;training/w/wine_cellar/barrel_storage/ADE_train_00020043.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/w/wine_cellar/barrel_storage/ADE_train_00020043.jpg
156;156;15517;;training/p/poolroom/home/ADE_train_00015517.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/poolroom/home/ADE_train_00015517.jpg
157;157;2649;;training/b/bathroom/ADE_train_00002649.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002649.jpg
158;158;100750;;validation/s/shower/ADE_val_00000750.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/s/shower/ADE_val_00000750.jpg
159;159;11468;;training/l/living_room/ADE_train_00011468.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011468.jpg
160;160;2810;;training/b/bathroom/ADE_train_00002810.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002810.jpg
161;161;10462;;training/k/kitchen/ADE_train_00010462.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010462.jpg
162;162;314;;training/b/bedroom/ADE_train_00000314.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000314.jpg
163;163;11450;;training/l/living_room/ADE_train_00011450.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011450.jpg
164;164;3250;;training/b/bedroom/ADE_train_00003250.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003250.jpg
165;165;11382;;training/l/living_room/ADE_train_00011382.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011382.jpg
166;166;5474;;training/c/childs_room/ADE_train_00005474.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005474.jpg
167;167;5765;;training/c/closet/ADE_train_00005765.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/closet/ADE_train_00005765.jpg
168;168;9338;;training/h/home_office/ADE_train_00009338.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/home_office/ADE_train_00009338.jpg
169;169;4168;;training/b/bedroom/ADE_train_00004168.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004168.jpg
170;170;3699;;training/b/bedroom/ADE_train_00003699.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003699.jpg
171;171;2927;;training/b/bathroom/ADE_train_00002927.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002927.jpg
172;172;15216;;training/p/parlor/ADE_train_00015216.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015216.jpg
173;173;362;;training/b/bedroom/ADE_train_00000362.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000362.jpg
174;174;2640;;training/b/bathroom/ADE_train_00002640.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002640.jpg
175;175;11278;;training/l/living_room/ADE_train_00011278.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011278.jpg
176;176;15195;;training/p/parlor/ADE_train_00015195.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015195.jpg
177;177;9377;;training/h/home_office/ADE_train_00009377.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/home_office/ADE_train_00009377.jpg
178;178;7191;;training/d/dining_room/ADE_train_00007191.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007191.jpg
179;179;16810;;training/s/staircase/ADE_train_00016810.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/staircase/ADE_train_00016810.jpg
180;180;7093;;training/d/dining_room/ADE_train_00007093.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007093.jpg
181;181;19939;;training/w/wet_bar/ADE_train_00019939.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/w/wet_bar/ADE_train_00019939.jpg
182;182;3803;;training/b/bedroom/ADE_train_00003803.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003803.jpg
183;183;7218;;training/d/dining_room/ADE_train_00007218.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007218.jpg
184;184;100091;;validation/b/bathroom/ADE_val_00000091.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00000091.jpg
185;185;10418;;training/k/kitchen/ADE_train_00010418.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010418.jpg
186;186;3341;;training/b/bedroom/ADE_train_00003341.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003341.jpg
187;187;11314;;training/l/living_room/ADE_train_00011314.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011314.jpg
188;188;100485;;validation/k/kitchen/ADE_val_00000485.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000485.jpg
189;189;3232;;training/b/bedroom/ADE_train_00003232.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003232.jpg
190;190;538;;training/b/bedroom/ADE_train_00000538.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000538.jpg
191;191;2672;;training/b/bathroom/ADE_train_00002672.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002672.jpg
192;192;10658;;training/k/kitchen/ADE_train_00010658.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010658.jpg
193;193;14975;;training/p/pantry/ADE_train_00014975.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/pantry/ADE_train_00014975.jpg
194;194;681;;training/l/living_room/ADE_train_00000681.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000681.jpg
195;195;2729;;training/b/bathroom/ADE_train_00002729.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002729.jpg
196;196;10461;;training/k/kitchen/ADE_train_00010461.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010461.jpg
197;197;2984;;training/b/bathroom/ADE_train_00002984.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002984.jpg
198;198;9663;;training/h/hotel_room/ADE_train_00009663.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009663.jpg
199;199;9539;;training/h/hotel_room/ADE_train_00009539.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009539.jpg
200;200;8362;;training/g/game_room/ADE_train_00008362.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008362.jpg
201;201;11510;;training/l/living_room/ADE_train_00011510.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011510.jpg
202;202;7104;;training/d/dining_room/ADE_train_00007104.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007104.jpg
203;203;15510;;training/p/poolroom/home/ADE_train_00015510.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/poolroom/home/ADE_train_00015510.jpg
204;204;3594;;training/b/bedroom/ADE_train_00003594.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003594.jpg
205;205;10595;;training/k/kitchen/ADE_train_00010595.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010595.jpg
206;206;16739;;training/s/stable/ADE_train_00016739.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/stable/ADE_train_00016739.jpg
207;207;15184;;training/p/parlor/ADE_train_00015184.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015184.jpg
208;208;6776;;training/d/dinette/home/ADE_train_00006776.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dinette/home/ADE_train_00006776.jpg
